onet_soc_code,canonical_title,normalized_canonical_title,matched_target_families,alternate_title_count,knowledge_count,technology_example_count,sample_alternate_titles,sample_top_knowledge,sample_top_technology_examples
51-9081.00,Dental Laboratory Technicians,dental laboratory technicians,,41,4,15,Bridge Technician | CAD Tech (Computer-Aided Design Technician) | CAM Tech (Computer-Aided Manufacturing Technician) | Ceramist | Certified Dental Technologist (CDT) | Crown Ceramist | Crown and Bridge Dental Laboratory Technician (Crown and Bridge Dental Lab Tech) | Crown and Bridge Technician (Crown and Bridge Tech),computers and electronics | engineering and technology | mathematics | telecommunications,intuit quickbooks | microsoft excel | microsoft windows | bookkeeping software | computer aided design and drafting cadd software | computer aided design cad software | computer aided manufacturing cam software | computer imaging software
51-9082.00,Medical Appliance Technicians,medical appliance technicians,,41,4,9,Arch Support Maker | Arch Support Technician | Arch-Support Maker | Artificial Eye Maker | Artificial Limb Maker | Artificial Plastic Eye Maker | Brace Maker | Certified Pedorthotist,mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | microsoft excel | footmaxx metascan software | gait analysis software | ohio willow wood omega tracer system | orthotic fabrication software | seattle systems shapemaker | softsource cadview
51-9083.00,Ophthalmic Laboratory Technicians,ophthalmic laboratory technicians,,78,4,4,Artificial Glass Eye Maker | Artificial Plastic Eye Maker | Bench Hand | Benchroom Shop Optician | Bevel Polisher | Beveler | Contact Lens Blocker | Contact Lens Blocker and Cutter,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | electronic medical record emr software | eyeglass design software
51-9111.00,Packaging and Filling Machine Operators and Tenders,packaging and filling machine operators and tenders,,203,4,7,Ampoule Filler | Ampoule Sealer | Apple Press Operator | Assembly Line Worker | Assembly Person | Assembly Worker | Auto Roller | Automatic Cigar Wrapper Tender,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | email software | enterprise resource planning erp software | label printing software | spreadsheet software | word processing software
51-9123.00,"Painting, Coating, and Decorating Workers",painting coating and decorating workers,,188,4,5,Air Brush Decorator | Air Brush Operator | Airbrush Painter | Art Gilder | Auto Body Painter (Automotive Body Painter) | Babbitter | Bake Off Decorator | Bakery Decorator,mathematics | computers and electronics | telecommunications | engineering and technology,adobe illustrator | adobe photoshop | microsoft excel | adobe freehand mx | corel wordperfect office suite
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",coating painting and spraying machine setters operators and tenders,,172,4,8,Abrasive Coating Machine Operator | Abrasive Coating Machine Setup Operator | Air Drier | Air Drier Machine Operator | Aircraft Painter | Auto Body Painter (Automotive Body Painter) | Auto Painter (Automobile Painter) | Auto Refinisher (Automobile Refinisher),computers and electronics | engineering and technology | mathematics | telecommunications,microsoft excel | inventory control software | inventory management systems | maintenance management software | materials requirement planning mrp software | robotic painting software | scheduling software | time recording software
51-9141.00,Semiconductor Processing Technicians,semiconductor processing technicians,,62,4,8,Charge Preparation Technician | Chemical Etch Operator | Circuit Recorder | Crystal Cutter | Crystal Finisher | Crystal Grower | Crystal Growing Technician | Crystal Lapper,computers and electronics | mathematics | engineering and technology | telecommunications,microsoft excel | python | sap software | camstar systems camstar semiconductor suite | database software | eyelit manufacturing | national instruments teststand | yieldwerx
51-9151.00,Photographic Process Workers and Processing Machine Operators,photographic process workers and processing machine operators,,129,4,15,Air Brush Artist | Airbrush Artist | Art Tracer | Automatic Developer | Automatic Mounter | Automatic Print Developer | Black and White Printer Operator | Color Laboratory Technician,computers and electronics | mathematics | engineering and technology | telecommunications,microsoft excel | adobe creative cloud software | adobe illustrator | adobe indesign | adobe photoshop | amazon web services aws software | cascading style sheets css | docker
51-9161.00,Computer Numerically Controlled Tool Operators,computer numerically controlled tool operators,,51,4,15,Aircraft Metals Technician | Automated Cutting Machine Operator | Automated Equipment Operator | Automation Machine Operator | CNC Gear Operator (Computer Numerical Control Gear Operator) | CNC Laser Operator (Computer Numerical Control Laser Operator) | CNC Lathe Operator (Computer Numerical Control Lathe Operator) | CNC Lathe Operator (Computer Numerically Controlled Lathe Operator),mathematics | engineering and technology | computers and electronics | telecommunications,autodesk autocad | dassault systemes solidworks | microsoft excel | microsoft project | sap software | g-code | 1cadcam unigraphics | bobcad-cam
51-9162.00,Computer Numerically Controlled Tool Programmers,computer numerically controlled tool programmers,,30,4,15,Application Engineer | CAD Programmer (Computer-Aided Design Programmer) | CAM Programmer (Computer-Aided Manufacturing Programmer) | CNC Lathe Operator (Computer Numerically Controlled Lathe Operator) | CNC Lathe Programmer (Computer Numerical Control Lathe Programmer) | CNC Lathe Programmer (Computer Numerically Controlled Lathe Programmer) | CNC Lathe Programmer Operator (Computer Numerically Controlled Lathe Programmer Operator) | CNC Machine Operator (Computer Numerical Control Machine Operator),engineering and technology | mathematics | computers and electronics | telecommunications,autodesk autocad | dassault systemes solidworks | microsoft excel | extensible markup language xml | sap software | g-code | mastercam computer-aided design and manufacturing software | 1cadcam unigraphics
51-9191.00,Adhesive Bonding Machine Operators and Tenders,adhesive bonding machine operators and tenders,,118,4,3,Adhesive Laminator | Automatic Gluing Machine Operator | Automobile Brake Bonder | Band Builder | Band Edger | Bead Preparer | Bindery Operator | Bindery Specialist,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | sap software | enterprise resource planning erp software
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",cleaning washing and metal pickling equipment operators and tenders,,128,4,1,Acid Dipper | Agitator | Agricultural Produce Washer | Air Table Operator | Ampoule Washing Machine Operator | Anodizer | Bag Bleacher | Barrel Cleaner,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,cooling and freezing equipment operators and tenders,,54,4,2,Ammonia Refrigeration Worker | Batch Freezer | Batch Freezer Operator | Brewery Cellar Worker | Brewery Worker | Cellar Person | Certified Refrigeration Operator | Chiller Operator,mathematics | engineering and technology | computers and electronics | telecommunications,microsoft excel | google gmail
51-9194.00,Etchers and Engravers,etchers and engravers,,96,4,7,Acid Etch Operator | Award Machine Operator | Block Engraver | Bowling Ball Engraver | Chemical Engraver | Cold Etch Operator | Decorative Engraver | Die Cutter,mathematics | computers and electronics | engineering and technology | telecommunications,adobe illustrator | microsoft windows | computer aided design and computer aided manufacturing cad / cam engraving software | corel coreldraw graphics suite | delcam artcam express | gravograph gravostyle | western engravers supply vision expert
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",molders shapers and casters except metal and plastic,,145,4,7,Adobe Block Maker | Adobe Maker | Almond Paste Molder | Artificial Candy Maker | Batter Out | Bed Laborer | Bit Gatherer | Block Maker,mathematics | engineering and technology | computers and electronics | telecommunications,dassault systemes solidworks | microsoft excel | computer aided design cad software | computer aided manufacturing cam software | inventory control software | mastercam computer-aided design and manufacturing software | timekeeping software
51-9195.03,"Stone Cutters and Carvers, Manufacturing",stone cutters and carvers manufacturing,,29,4,5,Carver | Chiseler | Cutter | Dresser | Foot Caster | Granite Cutter | Granite Fabricator | Granite Slab Fabricator,mathematics | computers and electronics | engineering and technology | telecommunications,microsoft excel | corel paint shop pro | inventory control software | timekeeping software | word processing software
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",glass blowers molders benders and finishers,,36,4,3,Artificial Glass Eye Maker | Bender | Blow Molder | Blower | Bottle Blower | Fiber Glass Worker | Gaffer | Glass Bender,engineering and technology | mathematics | computers and electronics | telecommunications,microsoft excel | billing software | inventory control software
