normalized_term,skip_reason,count,raw_examples,recoverable
https //www dice com/jobs/detail/software-engineer-java-scala-fahrenheit-it-new-york-ny-10001/10111360/152457 icid sr383-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Software-Engineer-Java-Scala-Fahrenheit-IT-New-York-NY-10001/10111360/152457?icid=sr383-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -associate 2c-data-scientist-kpmg-new-york-ny-10001/kpmgtx/36751 26 2332 26 2345 26 233264 icid sr241-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Associate%2C-Data-Scientist-KPMG-New-York-NY-10001/KPMGTX/36751%26%2332%26%2345%26%233264?icid=sr241-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-engineer-suntechpros 2c-inc -boston-ma-02109/rtl208955/asvt 26 23457101 icid sr390-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Engineer-SunTechPros%2C-Inc.-Boston-MA-02109/RTL208955/ASVT%26%23457101?icid=sr390-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-governance-analyst-atrilogy-solutions-group 2c-inc -scottsdale-az-85254/atrilogy/10943371 icid sr372-13p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Governance-Analyst-Atrilogy-Solutions-Group%2C-Inc.-Scottsdale-AZ-85254/atrilogy/10943371?icid=sr372-13p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist 26 2345baltimore-will 26 2345n 26 2345able-baltimore-md-21201/10117527/srdatasci md icid sr211-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist%26%2345Baltimore-Will%26%2345N%26%2345Able-Baltimore-MD-21201/10117527/SrDataSci_MD?icid=sr211-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist 26 2345ts 26 2347sci-w 26 2347fsp-cybercoders-mclean-va-20598/cybercod/sw3 26 234514878411 icid sr326-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist%26%2345TS%26%2347SCI-w%26%2347FSP-CyberCoders-Mclean-VA-20598/cybercod/SW3%26%234514878411?icid=sr326-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist- 26 2345-telecommute-unitedhealth-group-eden-prairie-mn-55343/uhgbot/780996 icid sr155-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-%26%2345-Telecommute-UnitedHealth-Group-Eden-Prairie-MN-55343/uhgbot/780996?icid=sr155-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist- 28python 2c-ml 2c-nlp- 2c-tensorflow 2c-r 29-tvs-infotech-inc -santa-clara-ca-95051/10105951/631659 icid sr360-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-%28Python%2C-ML%2C-NLP-%2C-Tensorflow%2C-R%29-TVS-Infotech-Inc.-Santa-Clara-CA-95051/10105951/631659?icid=sr360-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-9to9-software-solutions-llc-redmond-wa-98052/90573793/631170 icid sr189-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-9to9-Software-Solutions-LLC-Redmond-WA-98052/90573793/631170?icid=sr189-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-analytica-washington-dc-20036/10370554/636193 icid sr236-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-ANALYTICA-Washington-DC-20036/10370554/636193?icid=sr236-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-atrilogy-solutions-group 2c-inc -phoenix-az-85085/atrilogy/11448008 icid sr232-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Atrilogy-Solutions-Group%2C-Inc.-Phoenix-AZ-85085/atrilogy/11448008?icid=sr232-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-crescent-solutions-inc-reno-nv-89521/10210023d/355798 icid sr215-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Crescent-Solutions-Inc-Reno-NV-89521/10210023D/355798?icid=sr215-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-cybercoders-pleasanton-ca-94566/cybercod/iw1 26 234514631041 icid sr205-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-CyberCoders-Pleasanton-CA-94566/cybercod/IW1%26%234514631041?icid=sr205-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-cybercoders-pleasanton-ca-94566/cybercod/rh1 26 234514767111 icid sr185-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-CyberCoders-Pleasanton-CA-94566/cybercod/RH1%26%234514767111?icid=sr185-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-harvard-partners 2c-llp-waltham-ma-02451/10518948/18 26 234500222 icid sr237-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Harvard-Partners%2C-LLP-Waltham-MA-02451/10518948/18%26%234500222?icid=sr237-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-in-alexandria 2c-va-satsyil-corporation-alexandria-va-22314/10491343/208533 icid sr331-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-in-Alexandria%2C-VA-Satsyil-Corporation-Alexandria-VA-22314/10491343/208533?icid=sr331-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-infomatics-creve-coeur-mo-63141/10109948/605925 icid sr243-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-INFOMATICS-Creve-Coeur-MO-63141/10109948/605925?icid=sr243-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-machine-learning 2c-natural-language-processing- 28c-elan-partners-plano-tx-75024/10239619/3473 icid sr358-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Machine-Learning%2C-Natural-Language-Processing-%28c-Elan-Partners-Plano-TX-75024/10239619/3473?icid=sr358-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-memorial-sloan-kettering-cancer-center-new-york-ny-10017/10118869/461058 icid sr176-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Memorial-Sloan-Kettering-Cancer-Center-New-York-NY-10017/10118869/461058?icid=sr176-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-pegasus-knowledge-solutions-chicago-il-60631/10110049/req2518 icid sr247-9p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Pegasus-Knowledge-Solutions-Chicago-IL-60631/10110049/REQ2518?icid=sr247-9p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-will 26 2345n 26 2345able-new-york-city-ny-10003/10117527/srdatasci ny icid sr210-7p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-Will%26%2345N%26%2345Able-New-York-City-NY-10003/10117527/SrDataSci_NY?icid=sr210-7p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -data-scientist-with-c 23-or-node- 28local-to-nj- 29-apetan-consulting-princeton-nj-08540/10513292/660451 icid sr355-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Data-Scientist-with-C%23-or-Node-%28Local-To-NJ-%29-Apetan-Consulting-Princeton-NJ-08540/10513292/660451?icid=sr355-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -developer- 28hdfs 26 2347-hive 26 2347-impala 2cjava 2c-bi- 29- 28local-to-il-only 29-advantech-solutions 2c-inc -waukegan-il-60085/adtechil/ab 26 23453095 icid sr407-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Developer-%28HDFS%26%2347-Hive%26%2347-Impala%2CJava%2C-BI-%29-%28Local-to-IL-Only%29-Advantech-Solutions%2C-Inc.-Waukegan-IL-60085/adtechil/ab%26%23453095?icid=sr407-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -java-full-stack-engineer-corus-group 2c-llc-chicago-ridge-il-60415/10351101/188213 26 2345947 icid sr392-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Java-Full-Stack-Engineer-Corus-Group%2C-LLC-Chicago-Ridge-IL-60415/10351101/188213%26%2345947?icid=sr392-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -machine-learning-scientist-cybercoders-san-mateo-ca-94401/cybercod/eu1 26 234514879751 icid sr412-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Machine-Learning-Scientist-CyberCoders-San-Mateo-CA-94401/cybercod/EU1%26%234514879751?icid=sr412-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -manager 2c-data-scientist- 26-advanced-analytics-comrise-nyc-ny-10001/comrise/532389 icid sr327-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Manager%2C-Data-Scientist-%26-Advanced-Analytics-Comrise-Nyc-NY-10001/comrise/532389?icid=sr327-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr -scala- 26 2347-sql-data-engineer-aeg- 26 2345-application-engineering-group-saint-louis-mo-63105/10106235/7766 icid sr398-14p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr.-Scala-%26%2347-SQL-Data-Engineer-AEG-%26%2345-Application-Engineering-Group-Saint-Louis-MO-63105/10106235/7766?icid=sr398-14p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr-data-scientist- 28machine-learning 29-cisco-systems-inc -san-jose-ca-95002/ciscobot/1243071 icid sr280-10p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/SR-Data-Scientist-%28Machine-Learning%29-Cisco-Systems-Inc.-San-Jose-CA-95002/ciscobot/1243071?icid=sr280-10p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr-data-scientist-britech-group 2c-inc -carlsbad-ca-92011/10118384/req 26 23451433 icid sr219-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr-Data-Scientist-Britech-Group%2C-Inc.-Carlsbad-CA-92011/10118384/Req%26%23451433?icid=sr219-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr-data-scientist-gm-financial-arlington-tx-76011/10120555/201833547 26 2345780 icid sr154-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr-Data-Scientist-GM-Financial-Arlington-TX-76011/10120555/201833547%26%2345780?icid=sr154-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr-data-scientist-sullivan-and-cogliano-waltham-ma-02452/10107697/37343 icid sr229-8p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr-Data-Scientist-Sullivan-and-Cogliano-Waltham-MA-02452/10107697/37343?icid=sr229-8p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/sr-principal-data-scientist- 26 2345-minnetonka 2c-mn-unitedhealth-group-minnetonka-mn-55305/uhgbot/778877 icid sr341-12p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Sr-Principal-Data-Scientist-%26%2345-Minnetonka%2C-MN-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/778877?icid=sr341-12p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/statistician 26 2347data-scientist-4- 26 2345-performance-analyst-engility-springfield-va-20598/10365615/1811835 icid sr317-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Statistician%26%2347Data-Scientist-4-%26%2345-Performance-Analyst-Engility-Springfield-VA-20598/10365615/1811835?icid=sr317-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/statistician- 26 2347data-scientist-4- 26 2345-data-modeler-engility-springfield-va-20598/10365615/1811832 icid sr316-11p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Statistician-%26%2347Data-Scientist-4-%26%2345-Data-Modeler-Engility-Springfield-VA-20598/10365615/1811832?icid=sr316-11p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/supply-chain-support-viva-usa-inc-houston-tx-77024/vivausa/lstxsc362 icid sr452-16p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Supply-Chain-Support-VIVA-USA-INC-Houston-TX-77024/vivausa/LSTXSC362?icid=sr452-16p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/system-data-scientist-engility-chantilly-va-20151/10365615/1811984 icid sr164-6p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/System-Data-Scientist-Engility-Chantilly-VA-20151/10365615/1811984?icid=sr164-6p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/test-req-do-not-apply-capital-markets-placement-minnetonka-mn-55305/10120548/3625 15730802 icid sr453-16p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Test-Req-Do-Not-Apply-Capital-Markets-Placement-Minnetonka-MN-55305/10120548/3625_15730802?icid=sr453-16p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/test-req-do-not-apply-unitedhealth-group-minnetonka-mn-55305/uhgbot/228615 icid sr446-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/Test-Req-Do-Not-Apply-UnitedHealth-Group-Minnetonka-MN-55305/uhgbot/228615?icid=sr446-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/uas-traffic-management-data-science- 26 2347-software-engineer-ii-bay-systems-consulting 2c-inc -mountain-view-ca-94039/10120303/527415 icid sr440-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/UAS-Traffic-Management-Data-Science-%26%2347-Software-Engineer-II-Bay-Systems-Consulting%2C-Inc.-Mountain-View-CA-94039/10120303/527415?icid=sr440-15p&q=%22Data+Scientist%22&l=,False
https //www dice com/jobs/detail/uas-traffic-management-data-science- 26 2347-software-engineer-leidos-mountain-view--/scncapi2/tr 26 2345658398 icid sr434-15p and q 22data+scientist 22 and l,too_long,1,https://www.dice.com/jobs/detail/UAS-Traffic-Management-Data-Science-%26%2347-Software-Engineer-Leidos-Mountain-View--/SCNCAPI2/TR%26%2345658398?icid=sr434-15p&q=%22Data+Scientist%22&l=,False
knowledge of a variety of machine learning and statistical modeling techniques in a business setting,too_long,1,['knowledge of a variety of machine learning and statistical modeling techniques in a business setting'],False
machine learning and supervised machine learning to cybersecurity or fraud detectionworking knowledge of security detection tools,too_long,1,' machine learning and supervised machine learning to cybersecurity or fraud detectionworking knowledge of security detection tools',False
or python and experience with languages/ frameworks used in ml and analytics spark,too_long,1,' or python and experience with languages/ frameworks used in ml & analytics: spark',False
principal data scientist skills analytics - statistics - machine learning - ml - data models - big data - pricing revenue - retail - cloud - price optimization - r - python,too_long,1,['principal data scientist skills: analytics - statistics - machine learning - ml - data models - big data - pricing revenue - retail - cloud - price optimization - r - python'],False
scala or javaexperience driving research and early stage projects to production implementationcreative approach to problem solving and using leading edge tools to build innovative solutionsteam player with strong desire to learn,too_long,1,' scala or javaexperience driving research and early stage projects to production implementationcreative approach to problem solving and using leading edge tools to build innovative solutionsteam player with strong desire to learn',False
statistics or data mining disciplines5+ years experience as a data scientist or equivalent role applying statistical models,too_long,1,' statistics or data mining disciplines5+ years experience as a data scientist (or equivalent role) applying statistical models',False
3+ years experience doing data science with r and python in a professional,too_many_tokens,1,['3+ years experience doing data science with r and python in a professional',True
apache spark or kubernetes or hortonworks or hadoop,too_many_tokens,1,' apache spark or kubernetes or hortonworks or hadoop'],True
at least 2 to 4 years professional experience in nlp,too_many_tokens,1,['at least 2 to 4 years professional experience in nlp',True
big data management tools i e informatica bdm/idl/eic/idq,too_many_tokens,1,['big data management tools i.e. informatica bdm/idl/eic/idq',True
business analyst data scientist r python jira github tableau powerbi statistics,too_many_tokens,1,['business analyst data scientist r python jira github tableau powerbi statistics'],True
data analyst and capacity and visualization and sql and azure,too_many_tokens,1,['data analyst and capacity and visualization and sql and azure'],True
data scientist level 1 experience with data sets,too_many_tokens,1,['data scientist level 1 experience with data sets',True
data scientist machine learning statistics r python c java scala,too_many_tokens,1,['data scientist machine learning statistics r python c# java scala'],True
etc to manipulate data and draw insights from large data sets,too_many_tokens,1,' etc.) to manipulate data and draw insights from large data sets.'],True
lead data scientist - high growth startup - nyc - 160k+,too_many_tokens,1,['lead data scientist - high growth startup - nyc - 160k+'],True
open source ml and dl frameworks - computer vision,too_many_tokens,1,' open source ml & dl frameworks - computer vision',True
prior teaching experience not essential - data science,too_many_tokens,1,' prior teaching experience (not essential) - data science',True
ruby on rails / ror / ruby / rails,too_many_tokens,1,['ruby on rails / ror / ruby / rails',True
sales or product development function within a data driven organization,too_many_tokens,1,' sales or product development function) within a data driven organization'],True
share knowledge and build a world class security platform,too_many_tokens,1,' share knowledge and build a world class security platform'],True
soap - ruby on rails / ror / ruby / rails,too_many_tokens,1,' soap - ruby on rails / ror / ruby / rails',True
with thorough knowledge of business intelligence and analytics,too_many_tokens,1,' with thorough knowledge of business intelligence and analytics',True
wps or spss or python prefer sql server,too_many_tokens,1,' wps or spss or python prefer: sql server',True
